cohort,gi_desc_bin_1,so_desc_bin_1,sss,sss_desc,sss_desc_bin,fsc,fsc_desc,fsc_desc_bin,fg_surv,id,card_id,arb_id,uo_email_address,campus_email
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11026,11026,11226,11026@coolcats.edu,11026@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16189,16189,16389,16189@coolcats.edu,16189@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7498,7498,7698,7498@coolcats.edu,7498@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15316,15316,15516,15316@coolcats.edu,15316@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6961,6961,7161,6961@coolcats.edu,6961@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4006,4006,4206,4006@coolcats.edu,4006@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6652,6652,6852,6652@coolcats.edu,6652@coolcats.edu
1617,Woman,LGBQ+,10,Top Rung,Upper,NA,NA,Lower,NA,46044,46044,46244,46044@coolcats.edu,46044@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19903,19903,20103,19903@coolcats.edu,19903@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,30882,30882,31082,30882@coolcats.edu,30882@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,5,Upper Class,Upper,Continuing-Generation,19334,19334,19534,19334@coolcats.edu,19334@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9578,9578,9778,9578@coolcats.edu,9578@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2644,2644,2844,2644@coolcats.edu,2644@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,25683,25683,25883,25683@coolcats.edu,25683@coolcats.edu
1819,Woman,NA,NA,NA,NA,1,Working Class,NA,First-Generation,29935,29935,30135,29935@coolcats.edu,29935@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9491,9491,9691,9491@coolcats.edu,9491@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,26679,26679,26879,26679@coolcats.edu,26679@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,26272,26272,26472,26272@coolcats.edu,26272@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15315,15315,15515,15315@coolcats.edu,15315@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9800,9800,10000,9800@coolcats.edu,9800@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13986,13986,14186,13986@coolcats.edu,13986@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Middle,NA,22056,22056,22256,22056@coolcats.edu,22056@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,27762,27762,27962,27762@coolcats.edu,27762@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,22780,22780,22980,22780@coolcats.edu,22780@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16270,16270,16470,16270@coolcats.edu,16270@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16556,16556,16756,16556@coolcats.edu,16556@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14589,14589,14789,14589@coolcats.edu,14589@coolcats.edu
NA,Man,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,971,971,1171,971@coolcats.edu,971@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,13484,13484,13684,13484@coolcats.edu,13484@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16062,16062,16262,16062@coolcats.edu,16062@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6614,6614,6814,6614@coolcats.edu,6614@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10014,10014,10214,10014@coolcats.edu,10014@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,3,Middle Class,NA,First-Generation,11769,11769,11969,11769@coolcats.edu,11769@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,21325,21325,21525,21325@coolcats.edu,21325@coolcats.edu
2122,NA,NA,5,5th Rung,Middle,1,Working Class,Upper,Continuing-Generation,17429,17429,17629,17429@coolcats.edu,17429@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10371,10371,10571,10371@coolcats.edu,10371@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11515,11515,11715,11515@coolcats.edu,11515@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10671,10671,10871,10671@coolcats.edu,10671@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12760,12760,12960,12760@coolcats.edu,12760@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10917,10917,11117,10917@coolcats.edu,10917@coolcats.edu
NA,NA,NA,NA,NA,NA,1,Working Class,NA,First-Generation,11371,11371,11571,11371@coolcats.edu,11371@coolcats.edu
1920,Nonbinary,NA,9,9th Rung,Upper,NA,NA,Middle,NA,21930,21930,22130,21930@coolcats.edu,21930@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3824,3824,4024,3824@coolcats.edu,3824@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,40258,40258,40458,40258@coolcats.edu,40258@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11319,11319,11519,11319@coolcats.edu,11319@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20911,20911,21111,20911@coolcats.edu,20911@coolcats.edu
1617,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,46928,46928,47128,46928@coolcats.edu,46928@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,192,192,392,192@coolcats.edu,192@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,20659,20659,20859,20659@coolcats.edu,20659@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5585,5585,5785,5585@coolcats.edu,5585@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3405,3405,3605,3405@coolcats.edu,3405@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12275,12275,12475,12275@coolcats.edu,12275@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19099,19099,19299,19099@coolcats.edu,19099@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,40833,40833,41033,40833@coolcats.edu,40833@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8415,8415,8615,8415@coolcats.edu,8415@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8106,8106,8306,8106@coolcats.edu,8106@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,20445,20445,20645,20445@coolcats.edu,20445@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16864,16864,17064,16864@coolcats.edu,16864@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8792,8792,8992,8792@coolcats.edu,8792@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,30459,30459,30659,30459@coolcats.edu,30459@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15674,15674,15874,15674@coolcats.edu,15674@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,11776,11776,11976,11776@coolcats.edu,11776@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3774,3774,3974,3774@coolcats.edu,3774@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13364,13364,13564,13364@coolcats.edu,13364@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5506,5506,5706,5506@coolcats.edu,5506@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13356,13356,13556,13356@coolcats.edu,13356@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12496,12496,12696,12496@coolcats.edu,12496@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,18483,18483,18683,18483@coolcats.edu,18483@coolcats.edu
1920,Nonbinary,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21824,21824,22024,21824@coolcats.edu,21824@coolcats.edu
1920,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,25052,25052,25252,25052@coolcats.edu,25052@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6244,6244,6444,6244@coolcats.edu,6244@coolcats.edu
1819,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,29853,29853,30053,29853@coolcats.edu,29853@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,1,Working Class,NA,Continuing-Generation,22740,22740,22940,22740@coolcats.edu,22740@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7395,7395,7595,7395@coolcats.edu,7395@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,11704,11704,11904,11704@coolcats.edu,11704@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23060,23060,23260,23060@coolcats.edu,23060@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,3,Middle Class,Upper,Continuing-Generation,12130,12130,12330,12130@coolcats.edu,12130@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21340,21340,21540,21340@coolcats.edu,21340@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11513,11513,11713,11513@coolcats.edu,11513@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,12443,12443,12643,12443@coolcats.edu,12443@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,25742,25742,25942,25742@coolcats.edu,25742@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11666,11666,11866,11666@coolcats.edu,11666@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15145,15145,15345,15145@coolcats.edu,15145@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4993,4993,5193,4993@coolcats.edu,4993@coolcats.edu
1920,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,24548,24548,24748,24548@coolcats.edu,24548@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8680,8680,8880,8680@coolcats.edu,8680@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,40770,40770,40970,40770@coolcats.edu,40770@coolcats.edu
2223,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,16392,16392,16592,16392@coolcats.edu,16392@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18250,18250,18450,18250@coolcats.edu,18250@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6712,6712,6912,6712@coolcats.edu,6712@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,19408,19408,19608,19408@coolcats.edu,19408@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,603,603,803,603@coolcats.edu,603@coolcats.edu
2021,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18911,18911,19111,18911@coolcats.edu,18911@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10217,10217,10417,10217@coolcats.edu,10217@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16428,16428,16628,16428@coolcats.edu,16428@coolcats.edu
2021,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,18786,18786,18986,18786@coolcats.edu,18786@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,35331,35331,35531,35331@coolcats.edu,35331@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17743,17743,17943,17743@coolcats.edu,17743@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,41463,41463,41663,41463@coolcats.edu,41463@coolcats.edu
1819,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,30178,30178,30378,30178@coolcats.edu,30178@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5409,5409,5609,5409@coolcats.edu,5409@coolcats.edu
1819,Woman,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,28147,28147,28347,28147@coolcats.edu,28147@coolcats.edu
NA,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,15942,15942,16142,15942@coolcats.edu,15942@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3144,3144,3344,3144@coolcats.edu,3144@coolcats.edu
1819,Woman,NA,9,9th Rung,Upper,NA,NA,Lower,NA,28020,28020,28220,28020@coolcats.edu,28020@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,24469,24469,24669,24469@coolcats.edu,24469@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6737,6737,6937,6737@coolcats.edu,6737@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20277,20277,20477,20277@coolcats.edu,20277@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6746,6746,6946,6746@coolcats.edu,6746@coolcats.edu
NA,Man,Straight or Heterosexual,3,3rd Rung,Lower,NA,NA,Upper,Continuing-Generation,3771,3771,3971,3771@coolcats.edu,3771@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18699,18699,18899,18699@coolcats.edu,18699@coolcats.edu
NA,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,15570,15570,15770,15570@coolcats.edu,15570@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9090,9090,9290,9090@coolcats.edu,9090@coolcats.edu
NA,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,9001,9001,9201,9001@coolcats.edu,9001@coolcats.edu
2122,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,18559,18559,18759,18559@coolcats.edu,18559@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2814,2814,3014,2814@coolcats.edu,2814@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17534,17534,17734,17534@coolcats.edu,17534@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,41102,41102,41302,41102@coolcats.edu,41102@coolcats.edu
1819,Woman,LGBQ+,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,33294,33294,33494,33294@coolcats.edu,33294@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,First-Generation,6606,6606,6806,6606@coolcats.edu,6606@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7073,7073,7273,7073@coolcats.edu,7073@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18466,18466,18666,18466@coolcats.edu,18466@coolcats.edu
1920,Nonbinary,NA,9,9th Rung,Upper,NA,NA,Middle,NA,21875,21875,22075,21875@coolcats.edu,21875@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,33409,33409,33609,33409@coolcats.edu,33409@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13915,13915,14115,13915@coolcats.edu,13915@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,1,Working Class,NA,First-Generation,11810,11810,12010,11810@coolcats.edu,11810@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,3,Middle Class,Upper,Continuing-Generation,11654,11654,11854,11654@coolcats.edu,11654@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2151,2151,2351,2151@coolcats.edu,2151@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10117,10117,10317,10117@coolcats.edu,10117@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1462,1462,1662,1462@coolcats.edu,1462@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13187,13187,13387,13187@coolcats.edu,13187@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912,4912,5112,4912@coolcats.edu,4912@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,33016,33016,33216,33016@coolcats.edu,33016@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10636,10636,10836,10636@coolcats.edu,10636@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,847,847,1047,847@coolcats.edu,847@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,4,Upper-Middle Class,Middle,NA,21531,21531,21731,21531@coolcats.edu,21531@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8827,8827,9027,8827@coolcats.edu,8827@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,18182,18182,18382,18182@coolcats.edu,18182@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7049,7049,7249,7049@coolcats.edu,7049@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14330,14330,14530,14330@coolcats.edu,14330@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16333,16333,16533,16333@coolcats.edu,16333@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,32944,32944,33144,32944@coolcats.edu,32944@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,3,Middle Class,NA,First-Generation,14249,14249,14449,14249@coolcats.edu,14249@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,25874,25874,26074,25874@coolcats.edu,25874@coolcats.edu
1920,Woman,NA,9,9th Rung,Upper,NA,NA,Lower,NA,24896,24896,25096,24896@coolcats.edu,24896@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8794,8794,8994,8794@coolcats.edu,8794@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3020,3020,3220,3020@coolcats.edu,3020@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13964,13964,14164,13964@coolcats.edu,13964@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10413,10413,10613,10413@coolcats.edu,10413@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,17047,17047,17247,17047@coolcats.edu,17047@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,14054,14054,14254,14054@coolcats.edu,14054@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10692,10692,10892,10692@coolcats.edu,10692@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8775,8775,8975,8775@coolcats.edu,8775@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15111,15111,15311,15111@coolcats.edu,15111@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,33643,33643,33843,33643@coolcats.edu,33643@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18000,18000,18200,18000@coolcats.edu,18000@coolcats.edu
2021,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,19659,19659,19859,19659@coolcats.edu,19659@coolcats.edu
1819,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,31668,31668,31868,31668@coolcats.edu,31668@coolcats.edu
1819,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,27022,27022,27222,27022@coolcats.edu,27022@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361,4361,4561,4361@coolcats.edu,4361@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3532,3532,3732,3532@coolcats.edu,3532@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,18994,18994,19194,18994@coolcats.edu,18994@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17294,17294,17494,17294@coolcats.edu,17294@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3875,3875,4075,3875@coolcats.edu,3875@coolcats.edu
1920,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,21322,21322,21522,21322@coolcats.edu,21322@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,25442,25442,25642,25442@coolcats.edu,25442@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,First-Generation,34287,34287,34487,34287@coolcats.edu,34287@coolcats.edu
1819,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,29705,29705,29905,29705@coolcats.edu,29705@coolcats.edu
NA,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,15219,15219,15419,15219@coolcats.edu,15219@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7648,7648,7848,7648@coolcats.edu,7648@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13249,13249,13449,13249@coolcats.edu,13249@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12364,12364,12564,12364@coolcats.edu,12364@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2912,2912,3112,2912@coolcats.edu,2912@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7171,7171,7371,7171@coolcats.edu,7171@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23752,23752,23952,23752@coolcats.edu,23752@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8273,8273,8473,8273@coolcats.edu,8273@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15369,15369,15569,15369@coolcats.edu,15369@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19446,19446,19646,19446@coolcats.edu,19446@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3716,3716,3916,3716@coolcats.edu,3716@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7564,7564,7764,7564@coolcats.edu,7564@coolcats.edu
2122,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17807,17807,18007,17807@coolcats.edu,17807@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12610,12610,12810,12610@coolcats.edu,12610@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17705,17705,17905,17705@coolcats.edu,17705@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19046,19046,19246,19046@coolcats.edu,19046@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39380,39380,39580,39380@coolcats.edu,39380@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17051,17051,17251,17051@coolcats.edu,17051@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251,4251,4451,4251@coolcats.edu,4251@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14072,14072,14272,14072@coolcats.edu,14072@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,1,Working Class,NA,First-Generation,37193,37193,37393,37193@coolcats.edu,37193@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16320,16320,16520,16320@coolcats.edu,16320@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5198,5198,5398,5198@coolcats.edu,5198@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1576,1576,1776,1576@coolcats.edu,1576@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17692,17692,17892,17692@coolcats.edu,17692@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3834,3834,4034,3834@coolcats.edu,3834@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20632,20632,20832,20632@coolcats.edu,20632@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10567,10567,10767,10567@coolcats.edu,10567@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2645,2645,2845,2645@coolcats.edu,2645@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,5,Upper Class,Upper,Continuing-Generation,13421,13421,13621,13421@coolcats.edu,13421@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18196,18196,18396,18196@coolcats.edu,18196@coolcats.edu
1920,NA,NA,10,Top Rung,Upper,NA,NA,Middle,NA,20350,20350,20550,20350@coolcats.edu,20350@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17734,17734,17934,17734@coolcats.edu,17734@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,19019,19019,19219,19019@coolcats.edu,19019@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3735,3735,3935,3735@coolcats.edu,3735@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16009,16009,16209,16009@coolcats.edu,16009@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20546,20546,20746,20546@coolcats.edu,20546@coolcats.edu
